newid,lact_num,calv_date,alp_date,avg_milk,avg_thi3,avg_csi3,avg_thi30,avg_csi30,avg_precspring
4044,2,2002-01-24,2002-06-20,19.71,50.18,1135.00,51.75,1094.97,162.39
135934,4,2005-10-04,2006-06-20,15.03,64.32,1016.01,60.63,1022.09,163.63
87357,3,2003-01-07,2003-06-17,17.55,42.68,1180.93,45.17,1144.01,98.27
271103,2,2009-10-04,2010-06-29,12.30,54.93,1086.09,53.46,1140.46,179.20
65464,5,2004-12-17,2005-06-24,18.43,68.62,910.08,61.96,1009.95,175.15
412428,1,2014-11-18,2015-07-10,10.93,63.45,933.17,63.47,957.08,103.34
42042,3,2002-09-27,2003-06-07,14.23,61.42,1020.68,58.98,1063.65,121.27
272252,2,2004-12-27,2005-06-16,18.17,59.89,1052.20,61.07,1056.80,102.50
315959,1,2011-02-18,2011-07-01,16.23,53.12,1072.31,51.94,1057.99,120.05
234096,1,2007-02-17,2007-06-12,19.24,55.30,1057.97,54.17,1075.99,142.28
296040,2,2010-09-22,2011-06-10,10.97,59.81,1026.23,61.52,1028.49,133.24
242779,1,2002-11-16,2003-06-18,14.80,71.24,892.41,69.59,900.24,70.32
420951,1,2010-02-15,2010-06-15,16.97,51.01,1059.63,52.72,1049.23,103.80
99795,8,2003-10-05,2004-07-02,17.47,58.82,989.91,55.36,1040.92,74.86
66183,2,2000-11-09,2001-06-19,7.13,60.13,1010.75,60.12,1031.41,143.38
368893,1,2013-02-23,2013-06-25,18.41,55.62,1019.83,55.78,1030.06,98.10
81176,8,2001-12-09,2002-06-08,10.87,52.49,1113.69,55.58,1089.94,179.20
398366,1,2012-09-28,2013-07-06,13.63,65.20,983.92,61.43,1019.91,81.11
310010,4,2009-12-15,2010-05-27,20.33,68.19,963.43,64.60,997.19,194.15
368554,1,2011-12-05,2012-06-14,19.27,58.09,1055.34,59.71,1024.00,150.50
228772,3,2005-09-06,2006-06-10,13.43,58.40,1035.50,61.22,1039.16,135.67
127579,4,2006-09-24,2007-06-12,15.93,55.87,1093.24,55.88,1082.56,105.25
149362,1,2005-02-28,2005-06-18,16.95,55.16,1016.81,54.64,1024.65,125.50
27502,5,2001-02-02,2001-06-23,22.61,58.48,991.71,56.62,1030.64,126.31
341386,2,2011-01-28,2011-06-30,19.33,58.57,1028.01,56.24,1042.67,96.82
97959,4,2006-12-10,2007-05-21,25.20,64.72,900.61,57.42,1024.20,143.33
265149,1,2003-12-29,2004-06-11,13.33,65.32,981.72,61.47,1005.25,169.69
173278,3,2007-10-27,2008-06-17,19.50,55.59,1049.20,61.29,1026.27,167.24
173380,1,2003-01-24,2003-06-23,18.29,57.70,1055.17,57.99,1039.88,84.90
365644,2,2014-02-23,2014-06-22,16.70,56.51,1025.65,54.98,1042.62,125.73
256367,1,2008-12-17,2009-06-04,13.17,61.44,998.57,60.34,1027.62,153.19
338820,4,2009-11-17,2010-07-12,10.13,64.04,1027.35,62.47,1022.32,138.36
147146,1,2003-10-09,2004-07-22,14.40,61.33,1037.32,63.52,974.13,153.07
353377,5,2010-01-05,2010-06-25,23.79,52.70,1062.69,50.38,1102.06,61.46
364109,5,2011-12-13,2012-06-12,16.33,53.83,1100.39,61.83,1046.83,160.69
176109,2,2006-02-01,2006-06-09,19.98,48.38,1091.76,47.38,1133.04,141.85
336297,1,2010-11-21,2011-05-22,13.20,62.28,1021.47,60.75,1015.55,119.74
266130,2,2009-09-08,2010-06-24,14.20,57.29,1143.64,62.25,1012.58,111.89
111954,2,2005-02-23,2005-05-30,14.41,57.05,1028.11,52.11,1067.44,129.74
144533,1,2004-12-25,2005-06-05,17.10,59.16,1036.93,62.49,989.75,152.30
91877,2,2001-02-28,2001-06-13,19.41,52.24,1089.20,54.76,1076.37,167.08
147149,1,2005-01-25,2005-07-04,13.57,51.63,1091.84,49.55,1099.49,132.50
106917,2,2002-11-15,2003-06-30,17.50,71.60,920.16,70.52,910.89,67.83
303628,4,2013-12-13,2014-06-15,24.10,64.04,934.21,60.74,999.66,135.90
229697,4,2004-10-12,2005-07-06,10.73,51.34,1112.08,59.43,1037.40,134.88
382988,1,2007-09-20,2008-06-18,16.37,60.15,1010.34,61.88,1030.57,141.65
4632,4,2000-09-27,2001-06-08,15.83,65.49,979.96,64.54,967.88,163.85
15924,5,2002-11-18,2003-06-17,11.65,67.75,975.43,68.64,940.03,97.54
261666,1,2009-02-24,2009-06-30,16.53,39.06,1201.86,40.68,1183.08,101.81
259155,2,2005-01-18,2005-06-20,20.35,49.74,1084.56,48.79,1105.83,66.76
392808,2,2014-01-19,2014-06-23,21.57,51.10,1055.46,51.06,1088.75,107.30
358650,2,2012-11-06,2013-06-16,18.23,65.89,933.49,62.45,1019.51,141.84
359253,5,2013-10-11,2014-06-14,10.00,63.92,975.73,59.13,1038.17,210.88
134311,2,2004-10-23,2005-06-27,14.07,67.20,938.83,59.49,1042.84,118.74
317634,9,2014-01-14,2014-06-22,23.71,55.39,1054.71,50.59,1094.03,159.63
41991,3,2002-10-19,2003-06-19,16.27,69.11,976.99,69.77,929.19,66.21
61791,1,2001-02-21,2001-06-20,9.68,58.97,970.60,56.68,1032.46,120.50
273709,7,2010-12-07,2011-06-07,19.57,63.41,974.53,59.60,1035.94,168.73
54285,6,2006-02-02,2006-06-30,17.64,52.37,1121.91,53.66,1071.35,104.32
271590,2,2004-01-07,2004-06-07,20.45,48.28,1117.31,50.28,1100.24,143.42
405243,2,2010-10-12,2011-06-14,11.23,60.42,1017.60,57.12,1057.94,133.71
414180,1,2014-12-02,2015-06-22,12.43,60.66,1038.40,65.33,969.04,151.50
276720,2,2007-10-12,2008-06-06,18.63,58.52,1040.14,62.06,987.37,168.59
133636,1,2004-10-21,2005-07-14,13.60,53.18,1041.87,57.69,1045.26,174.77
347642,3,2012-09-12,2013-06-17,14.23,64.76,968.27,58.39,1028.84,155.15
233735,1,2008-02-24,2008-07-07,16.20,53.53,1065.04,53.60,1050.85,98.33
195787,2,2006-11-13,2007-06-11,12.67,66.89,997.88,64.26,1018.53,183.45
55210,2,2001-12-17,2002-06-25,14.17,62.34,1020.31,61.99,1018.28,129.58
312998,4,2014-02-05,2014-06-09,19.79,58.08,998.45,59.38,996.96,146.24
224736,5,2010-02-27,2010-06-18,20.46,51.03,1074.68,51.49,1071.33,111.41
293977,5,2013-09-20,2014-05-30,16.10,55.85,1108.62,59.31,1058.01,214.25
90665,4,2000-10-08,2001-06-15,15.53,59.82,1060.08,57.07,1081.27,190.41
419223,1,2013-01-04,2013-06-15,15.21,54.86,1046.39,50.99,1077.26,159.59
332245,3,2013-11-01,2014-06-09,17.00,76.31,806.42,58.67,1015.21,103.15
19143,4,2000-11-19,2001-07-02,11.53,57.71,1045.71,60.09,1045.42,151.88
67501,2,2002-09-24,2003-05-19,13.30,65.67,964.38,64.84,967.41,141.57
87794,2,2002-02-06,2002-06-17,18.38,58.27,1043.13,57.04,1077.92,192.11
252209,4,2009-10-29,2010-06-20,10.87,57.50,1138.13,62.39,1010.37,200.83
127876,2,2005-12-27,2006-06-30,23.40,62.32,1010.23,61.64,1025.94,74.59
198379,6,2008-01-26,2008-07-02,16.57,43.79,1157.51,45.00,1154.77,153.73
339590,2,2012-01-06,2012-06-21,16.17,47.82,1146.50,49.51,1123.56,123.76
400050,5,2014-09-15,2015-06-23,13.07,65.43,1046.40,66.72,963.07,150.95
201777,3,2007-01-02,2007-05-25,18.08,55.43,1064.03,54.99,1071.49,142.28
248015,3,2006-10-22,2007-05-15,20.07,61.74,1095.30,60.59,1046.14,205.49
176782,1,2004-01-20,2004-06-29,17.99,56.77,1048.36,53.96,1088.63,164.75
56918,1,2002-01-04,2002-06-18,19.29,60.12,1017.42,58.36,1055.77,130.91
233414,1,2006-01-01,2006-06-13,18.38,55.85,1020.27,52.76,1068.84,108.60
8261,5,2004-11-22,2005-06-24,14.90,69.99,862.17,61.49,1009.12,161.54
186643,3,2008-02-09,2008-06-18,20.56,52.67,1078.56,53.37,1074.64,111.58
330976,1,2008-09-21,2009-06-07,10.40,64.80,1079.98,64.82,999.80,150.27
71099,3,2005-02-26,2005-06-20,17.02,44.21,1163.79,43.60,1161.83,133.35
363984,2,2008-12-13,2009-06-10,19.40,60.89,1044.67,59.65,1064.72,121.00
172698,1,2005-12-21,2006-06-16,15.03,69.78,916.51,62.91,1007.89,154.24
136914,3,2005-12-08,2006-06-26,18.47,69.83,934.09,63.65,1010.79,136.64
258719,2,2008-01-28,2008-06-23,18.66,53.37,1087.28,54.97,1068.73,147.95
412751,1,2010-12-14,2011-06-28,10.07,66.29,961.31,62.50,997.66,168.09
418370,1,2015-01-22,2015-07-04,20.19,55.07,1010.73,51.90,1062.69,68.62
27102,3,2001-01-27,2001-06-24,20.22,55.11,1099.00,52.93,1103.06,180.84
277836,1,2008-01-17,2008-06-20,17.36,54.81,1046.94,53.38,1077.14,105.69
85368,1,2002-12-17,2003-05-26,14.13,63.55,1012.75,64.60,995.09,132.60
160357,2,2005-10-12,2006-07-12,5.57,60.00,981.34,61.03,1012.10,74.44
155468,2,2005-09-22,2006-06-23,14.60,63.57,1052.30,62.04,1028.59,175.45
262478,2,2004-02-15,2004-06-01,14.02,49.11,1101.21,49.76,1095.44,135.86
285882,1,2006-12-26,2007-07-02,9.40,59.43,1096.05,61.08,1032.95,175.71
202043,2,2008-02-09,2008-06-26,15.52,,,,,107.14
404093,5,2014-10-05,2015-06-30,23.17,63.60,947.60,62.70,979.65,76.17
388240,2,2015-02-03,2015-06-06,25.79,54.72,1021.56,55.81,1008.44,103.33
341263,4,2013-02-26,2013-06-17,20.78,51.80,1058.99,48.76,1109.78,127.91
241593,5,2009-09-26,2010-06-18,11.83,64.17,948.22,62.67,1002.30,106.71
195250,7,2005-11-02,2006-06-25,15.63,63.94,989.19,61.46,1026.99,144.15
151859,3,2004-01-19,2004-06-09,18.23,49.42,1080.84,50.68,1082.37,98.03
93714,2,2001-01-31,2001-05-31,18.31,53.13,1085.03,52.59,1079.91,88.79
209827,2,2008-09-02,2009-07-03,11.77,59.58,1021.58,60.83,1005.61,64.89
59151,6,2002-02-01,2002-07-03,22.43,56.03,1038.70,57.55,1016.59,96.74
364455,1,2012-12-21,2013-05-22,19.83,62.01,993.12,66.13,955.54,133.96
355535,2,2012-10-21,2013-06-20,7.53,66.48,935.24,59.20,1031.22,139.40
282384,2,2010-11-16,2011-06-16,18.23,64.58,1052.77,63.16,1019.51,146.65
201138,4,2005-01-13,2005-06-25,22.64,50.05,1123.98,51.02,1098.53,100.31
419961,1,2015-02-17,2015-06-16,23.62,52.93,1079.83,54.14,1052.64,148.31
254342,1,2007-10-17,2008-06-29,6.57,62.43,992.37,57.89,1054.46,156.17
254369,2,2007-12-07,2008-06-03,17.50,67.72,1008.01,65.36,973.70,126.87
284939,1,2009-12-27,2010-06-16,17.57,63.18,921.98,63.09,984.00,199.70
48403,2,2001-11-06,2002-06-22,11.20,59.88,1021.38,58.29,1065.08,166.90
287295,1,2010-01-26,2010-06-07,13.06,50.04,1108.44,50.10,1106.00,174.43
178428,2,2003-09-02,2004-06-26,9.53,52.99,1093.54,50.66,1140.91,157.06
355362,8,2014-11-21,2015-06-13,23.33,66.88,976.63,62.90,987.30,141.74
379962,2,2014-10-16,2015-06-04,12.43,70.21,904.28,64.08,952.31,145.39
262698,4,2011-09-28,2012-06-23,14.13,63.37,952.67,62.07,1021.85,130.74
351706,1,2011-09-25,2012-06-22,6.70,67.00,1000.46,65.68,995.62,69.22
114888,2,2003-12-17,2004-06-08,16.50,59.59,1030.68,60.04,1026.79,168.04
365104,1,2008-10-15,2009-07-02,10.77,67.43,965.07,64.58,1009.96,116.30
55669,1,2001-12-22,2002-07-17,10.13,53.28,1084.28,56.09,1074.01,213.33
394456,1,2007-12-15,2008-06-19,12.20,55.16,1074.99,57.79,1064.20,116.54
355194,2,2013-12-03,2014-07-10,11.80,56.93,1135.65,60.56,1046.36,169.93
257206,1,2006-10-19,2007-06-18,12.90,66.61,974.73,63.71,1018.36,175.71
367010,6,2013-01-22,2013-06-28,17.12,44.96,1111.12,48.59,1088.01,101.93
333229,1,2011-11-11,2012-05-31,12.13,63.76,973.93,61.12,1002.74,162.24
250075,6,2012-02-17,2012-06-16,20.29,56.13,1007.16,54.74,1044.11,161.23
35392,3,2003-09-11,2004-06-07,21.10,57.76,1058.42,53.77,1112.94,180.71
198672,2,2001-10-15,2002-06-09,12.97,63.77,1062.48,65.42,1002.55,171.25
57759,1,2001-01-15,2001-05-16,13.88,49.91,1139.47,51.92,1104.00,170.68
278238,1,2009-11-04,2010-06-30,10.57,63.02,980.05,61.30,1016.51,130.29
275620,3,2008-09-24,2009-06-03,19.30,61.63,983.23,62.73,985.92,183.28
289316,2,2011-02-19,2011-06-24,18.88,50.37,1106.90,49.78,1106.01,96.02
128559,5,2008-12-14,2009-06-09,17.47,59.78,1002.06,62.16,1011.13,148.65
204470,2,2004-09-21,2005-06-22,10.43,64.26,977.54,61.45,1036.35,168.84
100469,1,2001-11-25,2002-06-27,10.37,57.91,1093.78,58.19,1068.92,198.61
79625,5,2007-02-11,2007-06-19,23.34,47.34,1112.44,46.84,1132.60,97.39
138100,2,2006-01-05,2006-07-03,15.11,55.20,1030.62,52.62,1066.19,84.21
240643,2,2003-11-06,2004-06-22,14.50,53.64,1141.51,57.93,1076.93,176.12
365578,6,2010-09-07,2011-06-07,20.23,64.41,919.54,62.27,992.80,156.35
342685,1,2012-02-20,2012-06-16,16.52,56.85,1035.07,57.01,1034.63,119.55
379939,2,2013-10-12,2014-06-18,12.50,62.01,1004.54,60.06,1064.46,192.29
50061,3,2001-11-14,2002-05-25,17.73,65.99,950.29,62.25,1002.68,177.80
388394,1,2012-11-23,2013-07-10,12.60,63.33,944.76,59.55,983.48,240.28
158723,2,2007-01-04,2007-06-26,19.39,49.27,1097.42,49.42,1103.71,87.81
56995,2,2002-12-18,2003-06-17,14.23,68.32,968.07,67.47,957.43,97.54
4131,2,2000-09-25,2001-06-22,13.40,66.29,908.50,62.14,1001.80,193.33
372658,2,2014-09-20,2015-06-23,12.83,65.98,1043.10,66.03,969.24,143.28
104974,2,2003-10-24,2004-06-06,18.50,56.55,1083.14,60.69,1024.33,181.79
119700,1,2002-09-24,2003-06-13,16.03,74.17,901.97,70.33,913.18,105.72
356875,2,2013-11-01,2014-06-10,11.67,65.55,947.35,60.11,1046.74,193.25
296631,1,2010-09-25,2011-06-08,15.77,64.82,1019.10,61.78,1008.66,169.44
79744,3,2003-12-06,2004-06-25,11.80,66.71,931.53,62.88,1021.60,161.64
349523,3,2014-12-09,2015-06-09,24.60,67.23,948.44,65.63,955.16,183.75
309608,2,2008-10-30,2009-06-10,14.33,62.98,1056.57,60.46,1027.23,146.54
10524,2,2000-10-17,2001-06-14,10.20,51.88,1080.39,54.35,1070.49,156.91
107951,3,2006-01-13,2006-06-28,14.54,43.89,1183.50,45.35,1152.72,95.09
125117,1,2004-09-12,2005-06-16,12.67,63.88,1029.68,63.57,1008.15,114.54
225386,1,2006-09-13,2007-06-11,9.37,62.19,1021.53,61.15,1054.22,185.49
275026,3,2011-01-24,2011-06-26,18.97,52.83,1050.79,53.85,1053.73,78.43
139028,2,2004-11-14,2005-06-11,14.77,65.93,957.88,67.60,953.61,128.72
205308,6,2009-02-15,2009-06-30,17.77,52.36,1074.84,49.23,1102.67,81.49
291073,2,2007-02-28,2007-06-10,20.80,59.69,1008.83,57.75,1037.94,107.80
411885,2,2013-09-01,2014-05-29,13.50,57.74,1040.70,59.40,1055.82,159.48
363234,5,2012-12-09,2013-06-25,18.57,61.61,929.41,61.73,967.40,175.22
124316,4,2007-09-12,2008-06-15,13.23,58.52,1003.90,62.54,1003.50,132.50
311366,3,2008-10-04,2009-06-10,20.03,64.56,959.70,63.77,1004.58,135.97
5511,3,2001-10-16,2002-06-12,12.27,54.90,1107.75,58.15,1076.36,186.74
233175,1,2005-10-04,2006-06-16,10.90,67.87,968.39,62.24,1035.70,164.91
272124,1,2009-10-08,2010-06-16,11.27,67.39,924.44,66.30,958.45,153.86
28124,7,2002-01-21,2002-05-25,21.18,52.16,1063.57,53.33,1076.56,176.42
347054,2,2012-09-07,2013-06-07,9.07,70.22,881.58,65.09,965.22,107.55
174964,1,2003-02-04,2003-06-18,14.59,53.10,1100.79,50.49,1116.60,84.24
3022,1,2000-09-19,2001-06-01,15.20,64.51,967.69,63.08,997.42,134.66
365645,1,2009-01-01,2009-06-17,15.43,53.81,1102.20,51.49,1094.15,109.79
313633,1,2011-01-13,2011-06-05,14.52,49.76,1128.96,51.04,1089.31,102.82
71299,7,2004-09-22,2005-06-05,16.33,57.30,1025.94,61.71,998.63,146.51
169336,5,2007-12-02,2008-06-05,21.10,58.17,1074.92,62.67,989.66,191.47
168790,2,2005-11-20,2006-06-26,17.23,64.95,999.18,59.97,1056.14,122.75
113096,9,2011-11-13,2012-05-18,9.70,44.08,1207.22,47.08,1158.53,121.11
302979,2,2011-12-03,2012-06-01,20.50,66.13,941.20,64.79,968.04,123.00
121483,2,2002-10-29,2003-06-05,16.23,68.86,899.63,65.40,964.34,146.30
116648,3,2000-12-27,2001-06-08,17.47,63.07,985.07,65.14,987.41,148.96
118251,3,2005-01-13,2005-06-14,19.96,49.37,1158.27,52.68,1092.25,104.43
185113,2,2006-09-27,2007-06-07,15.40,54.95,1115.66,55.72,1088.82,156.75
14296,1,2000-10-29,2001-06-20,7.23,61.88,1015.62,60.89,1031.69,175.08
119397,1,2004-02-09,2004-06-08,17.85,49.96,1097.34,51.19,1092.28,133.01
179326,4,2001-11-04,2002-06-15,14.90,65.16,966.73,61.87,1048.06,187.87
343518,1,2010-10-20,2011-06-15,15.87,56.74,1010.95,61.83,1018.40,132.51
392279,2,2009-11-13,2010-06-25,14.70,64.94,919.56,59.55,1009.95,110.44
58727,2,2003-01-26,2003-06-12,19.72,58.56,1028.77,56.44,1059.30,118.57
288084,2,2010-02-07,2010-06-28,24.88,56.57,1036.87,49.64,1105.07,63.46
215496,2,2009-01-13,2009-06-24,14.07,52.41,1063.94,51.86,1072.97,98.66
179615,1,2002-02-23,2002-07-01,11.80,57.73,1086.07,58.86,1046.86,123.41
267167,4,2012-11-19,2013-06-29,12.37,54.39,1010.91,56.56,1027.84,101.52
163637,2,2006-12-08,2007-06-06,17.40,63.89,959.55,58.48,1084.67,199.47
354619,1,2012-10-17,2013-06-05,17.40,62.66,953.73,59.75,1037.10,163.56
229939,1,2005-11-23,2006-06-17,12.57,66.75,931.02,60.11,1039.46,83.31
312801,4,2012-01-21,2012-06-30,21.43,54.19,1053.08,52.73,1092.11,179.43
413613,2,2014-11-27,2015-06-14,12.00,66.92,921.24,64.66,940.60,175.56
415208,1,2013-12-11,2014-06-18,14.25,62.01,1004.54,60.06,1064.46,192.29
412683,1,2008-11-08,2009-06-11,17.80,65.87,958.51,65.56,989.99,117.61
196059,1,2006-11-15,2007-06-21,10.17,60.92,1003.99,57.43,1055.85,73.39
154658,1,2005-09-17,2006-07-12,8.10,60.56,966.38,61.34,997.38,81.69
332669,5,2010-11-24,2011-06-14,18.00,62.48,1037.79,61.59,1023.82,132.51
287538,2,2010-01-29,2010-06-18,21.05,56.92,1021.21,53.04,1043.87,104.81
177086,1,2006-02-16,2006-06-26,13.72,58.37,1006.77,56.57,1040.06,102.37
9900,7,2003-11-30,2004-07-01,11.87,63.62,963.04,58.02,1061.50,107.60
361756,3,2015-01-11,2015-06-30,15.39,54.58,1024.62,56.10,1042.64,76.13
340580,1,2012-01-20,2012-06-27,15.70,47.24,1125.85,49.47,1089.69,137.90
287732,2,2007-11-30,2008-06-09,11.00,55.60,1094.67,58.53,1045.28,162.01
311587,2,2010-12-20,2011-06-23,12.00,62.51,1010.65,61.57,1028.02,176.98
306184,2,2008-11-01,2009-05-22,14.60,63.42,962.99,54.33,1106.15,159.40
205453,1,2003-09-29,2004-06-16,16.43,63.43,962.29,61.46,1008.25,170.85
106839,1,2000-11-17,2001-06-24,10.87,63.93,987.52,62.63,1008.86,209.41
393631,1,2014-02-01,2014-05-30,16.59,52.46,1080.68,52.62,1068.65,124.23
381861,2,2014-12-07,2015-06-14,14.13,66.25,968.54,64.73,970.49,132.38
188551,2,2007-09-12,2008-06-02,17.93,61.61,1033.23,56.76,1056.50,178.77
232443,1,2004-10-21,2005-07-05,13.67,60.27,1095.10,62.65,1031.53,180.02
247216,2,2006-10-23,2007-06-05,12.03,62.43,950.79,61.85,1035.63,195.79
10266,3,2001-12-15,2002-06-18,20.50,67.54,931.09,64.90,964.27,158.75
367357,2,2013-01-28,2013-06-16,21.90,52.49,1070.37,46.24,1100.10,86.37
384890,1,2013-11-06,2014-06-20,10.27,60.72,1054.54,61.74,1020.48,215.99
420330,1,2014-01-08,2014-06-16,12.92,47.17,1095.02,49.36,1102.08,163.82
86845,3,2004-02-19,2004-07-11,15.53,43.82,1186.33,48.51,1126.00,88.75
110216,2,2005-02-02,2005-06-20,17.29,51.06,1094.20,54.87,1045.55,101.38
403103,1,2013-10-21,2014-05-30,12.13,58.83,1050.65,61.28,1056.97,195.53
368405,2,2012-02-21,2012-06-20,21.77,61.22,986.27,59.32,1000.60,112.34
306632,1,2009-09-25,2010-06-06,13.67,63.22,1014.24,55.88,1082.96,130.48
307927,1,2010-11-18,2011-06-21,12.07,58.93,1055.83,61.85,1025.89,167.18
376802,1,2011-11-17,2012-06-17,11.70,59.56,1070.62,63.14,1008.75,102.74
320499,2,2011-09-08,2012-06-01,22.20,65.22,982.01,63.58,1005.97,168.30
419536,3,2015-02-09,2015-06-13,27.13,58.43,973.40,52.71,1053.39,92.04
400144,1,2014-09-15,2015-05-11,12.20,69.16,882.85,64.15,979.58,146.31
205612,2,2006-02-25,2006-06-10,24.10,56.42,1073.78,57.62,1045.42,126.89
396098,1,2007-11-07,2008-07-02,13.97,65.57,987.32,61.00,1035.11,109.25
218162,9,2011-10-24,2012-07-07,12.03,57.27,1034.19,56.57,1070.39,148.46
65163,7,2002-09-09,2003-05-30,14.40,70.12,908.53,66.29,969.35,147.01
237281,6,2012-10-18,2013-06-11,22.83,62.92,1023.68,60.44,1010.68,202.90
138094,7,2011-02-24,2011-07-21,16.28,57.75,1058.62,56.34,1032.91,129.12
339846,2,2012-12-28,2013-06-17,14.70,71.05,924.04,63.73,974.43,220.01
376565,1,2013-09-28,2014-06-04,13.60,61.58,1022.77,61.90,1018.24,194.79
340771,2,2004-12-09,2005-05-30,15.53,63.86,1019.06,60.97,1016.08,145.32
280916,4,2008-11-11,2009-06-27,15.60,60.96,1059.34,60.28,1040.89,143.62
388621,2,2011-11-27,2012-06-01,15.80,66.79,989.51,66.20,968.37,116.29
57478,1,2000-12-23,2001-06-23,13.60,60.81,1014.62,60.19,1055.67,186.28
202598,1,2007-01-12,2007-06-14,16.67,56.99,1058.78,55.77,1055.26,164.51
205673,1,2007-02-27,2007-06-07,16.82,54.03,1097.63,53.90,1079.44,142.20
959,7,2001-09-25,2002-06-22,12.90,63.39,1020.11,61.50,1038.96,156.75
33806,1,2001-09-08,2002-07-01,15.00,58.06,1038.15,61.80,1009.50,135.14
33618,8,2003-10-19,2004-06-19,13.13,62.68,1017.23,62.80,1007.50,69.35
360144,1,2011-10-12,2012-06-09,17.80,60.53,1121.31,60.80,1020.70,104.76
137255,1,2004-11-05,2005-06-14,10.23,64.89,998.73,64.06,990.53,70.81
405308,1,2014-10-11,2015-06-23,11.20,64.80,1017.10,68.07,954.39,149.36
229477,6,2009-01-19,2009-06-17,21.41,47.10,1111.59,44.69,1135.84,125.22
420546,1,2012-12-21,2013-07-09,13.30,61.15,959.87,61.53,1015.91,168.46
204674,1,2005-01-30,2005-07-06,14.98,53.16,1072.76,51.46,1105.17,117.02
128947,3,2005-10-30,2006-05-25,15.03,64.53,974.51,63.42,984.30,166.61
165835,4,2008-09-28,2009-06-11,13.93,65.37,955.04,63.37,998.41,167.15
315132,1,2011-02-04,2011-07-06,10.70,59.49,974.97,56.04,1031.39,99.25
25921,4,2002-01-03,2002-06-20,22.72,57.81,1033.10,53.49,1089.51,149.98
87358,4,2003-01-07,2003-06-25,15.38,44.59,1149.07,47.50,1119.30,100.33
412442,1,2014-11-18,2015-05-14,18.17,67.88,992.74,62.62,1008.93,146.43
58143,1,2002-01-18,2002-06-29,16.83,58.10,1072.03,57.94,1051.26,189.25
417916,2,2015-01-15,2015-06-01,18.41,56.76,1010.08,59.61,1005.48,108.16
105546,2,2002-10-06,2003-06-18,12.83,64.17,1029.84,64.27,993.97,122.97
109721,5,2004-12-15,2005-06-14,19.77,56.66,1140.74,56.16,1108.98,117.79
376106,2,2011-01-10,2011-06-12,19.80,60.04,997.04,59.33,1029.89,101.35
83657,4,2002-12-02,2003-06-16,17.57,65.63,1012.19,62.52,1019.47,125.32
37904,10,2007-10-02,2008-06-10,16.67,67.99,994.92,67.35,954.49,166.88
207555,1,2003-01-13,2003-06-14,14.29,44.19,1151.29,45.69,1139.86,97.83
124607,4,2005-09-27,2006-06-14,18.33,66.19,942.48,61.65,1031.21,111.89
282511,4,2009-12-03,2010-06-22,21.03,53.71,1083.00,62.84,1020.95,152.11
368652,1,2013-02-19,2013-06-29,18.42,50.11,1106.38,48.55,1108.62,80.62
120529,1,2002-10-06,2003-07-02,9.37,56.50,1100.69,64.40,1024.22,51.65
157811,2,2001-09-18,2002-05-26,10.17,62.91,991.22,59.76,1039.24,179.38
175297,1,2004-12-02,2005-06-14,18.13,63.38,996.62,59.62,1040.75,160.04
89700,1,2003-02-07,2003-07-03,12.90,54.48,1046.23,56.51,1036.99,61.87
349629,1,2012-09-24,2013-06-26,12.23,58.09,1046.05,61.91,997.10,202.90
420870,1,2011-12-19,2012-06-29,14.43,67.06,907.99,62.72,995.24,158.57
121925,1,2000-09-15,2001-06-13,9.87,58.00,1057.90,59.16,1064.86,160.46
57330,2,2002-01-09,2002-06-21,18.06,52.73,1083.81,53.27,1086.59,181.67
61988,5,2001-02-28,2001-07-02,19.31,53.82,1076.74,56.14,1058.24,120.83
410180,1,2007-09-24,2008-06-13,15.47,60.78,1041.20,64.51,1009.81,166.88
286527,1,2008-12-25,2009-06-18,12.27,61.27,1081.21,61.36,1022.01,170.43
176335,1,2003-12-18,2004-07-15,11.83,63.19,980.49,61.49,1008.93,138.53
328867,2,2010-09-19,2011-06-06,11.97,65.82,987.28,60.81,1034.08,124.23
391651,3,2011-12-23,2012-06-19,18.83,62.14,1058.45,62.38,1031.71,173.06
220142,3,2009-11-07,2010-06-18,11.47,54.29,1095.59,59.38,1052.19,183.75
146202,5,2006-11-22,2007-05-24,17.30,69.49,942.85,69.93,945.62,178.32
306993,2,2009-10-30,2010-06-16,14.10,62.64,1006.45,59.89,1033.99,177.50
341124,2,2009-09-13,2010-06-24,13.73,61.48,1062.89,64.23,1011.58,204.61
302598,5,2013-12-23,2014-06-16,17.67,61.76,997.45,62.12,985.22,147.95
255443,2,2009-12-13,2010-06-11,14.07,66.21,965.49,60.95,1012.00,177.47
91875,2,2001-02-06,2001-06-11,16.06,56.90,1094.59,58.07,1068.74,196.93
134425,7,2010-01-13,2010-06-24,21.37,38.89,1184.87,40.07,1195.29,114.12
151855,2,2003-02-20,2003-06-18,17.32,56.06,1087.48,57.53,1049.28,123.65
138877,6,2006-09-13,2007-06-01,17.30,55.87,1069.55,59.88,1073.39,175.57
394434,2,2013-02-20,2013-06-13,24.38,55.74,1057.55,54.43,1069.12,133.46
143337,1,2003-11-08,2004-06-26,10.77,60.24,993.81,54.05,1085.19,99.48
1989,3,2000-09-12,2001-06-19,9.93,66.54,977.43,65.48,985.45,234.99
129059,2,2005-12-22,2006-06-28,16.97,67.08,1021.64,63.77,1016.89,177.86
